0,9062,false
1,2918,false
2,8038,false
3,7014,false
4,7526,false
5,3942,false
6,4966,false
7,12134,false
8,11110,false
9,11622,false
10,3430,false
11,1894,false
12,2001,false
13,358,false
14,7121,false
15,12241,false
16,1382,false
17,8145,false
18,5073,false
19,9574,false
20,11937,false
21,5990,false
22,9169,false
23,8865,false
24,10086,false
25,10598,false
26,6502,false
27,11217,false
28,1697,false
29,870,false
30,11882,false
31,8810,false
32,9096,false
33,1642,false
34,6097,false
35,465,false
36,977,false
37,4454,false
38,4561,false
39,10705,false
40,12168,false
41,10401,false
42,7633,false
43,2406,false
44,3025,false
45,10346,false
46,161,false
47,8550,false
48,9681,false
49,9124,false
50,2721,false
51,9377,false
52,11729,false
53,106,false
54,4769,false
55,10632,false
56,9322,false
57,12196,false
58,10913,false
59,2513,false
60,11924,false
61,8852,false
62,8657,false
63,10193,false
64,5478,false
65,5793,false
66,10660,false
67,6609,false
68,11782,false
69,12080,false
70,4257,false
71,673,false
72,618,false
73,392,false
74,5738,false
75,11827,false
76,12178,false
77,9608,false
78,6305,false
79,3537,false
80,4049,false
81,10388,false
82,904,false
83,420,false
84,4202,false
85,1489,false
86,10246,false
87,148,false
88,3745,false
89,6250,false
90,11425,false
91,3233,false
92,10544,false
93,7329,false
94,10858,false
95,932,false
96,7841,false
97,6024,false
98,6536,false
99,6564,false
100,4488,false
101,6052,false
102,8353,false
103,3690,false
104,6,false
105,8298,false
106,8710,false
107,7274,false
108,2666,false
109,4714,false
110,11144,false
111,2209,false
112,304,false
113,3178,false
114,11172,false
115,3976,false
116,5585,false
117,8584,false
118,5000,false
119,4516,false
120,8612,false
121,9008,false
122,10900,false
123,6817,false
124,6292,false
125,4004,false
126,6150,false
127,11876,false
128,7560,false
129,51,false
130,8340,false
131,7786,false
132,9889,false
133,8755,false
134,8072,false
135,3732,false
136,9636,false
137,2154,false
138,1185,false
139,9106,false
140,11370,false
141,3590,false
142,6448,false
143,2440,false
144,1130,false
145,8198,false
146,5028,false
147,7588,false
148,11656,false
149,6195,false
150,2952,false
151,4244,false
152,3464,false
153,8804,false
154,1416,false
155,3492,false
156,2468,false
157,3888,false
158,9364,false
159,660,false
160,1444,false
161,10758,false
162,6546,false
163,1172,false
164,6244,false
165,518,false
166,2196,false
167,11056,false
168,4102,false
169,11968,false
170,6762,false
171,7316,false
172,3220,false
