0,3749,4471,false
1,165,887,false
2,2213,2935,false
3,1189,1911,false
4,1554,2055,false
5,375,530,false
6,18,519,false
7,11429,12151,false
8,7333,8055,false
9,9893,10615,false
10,7,512,false
11,219,613,false
12,271,513,false
13,15,518,false
14,1399,1543,false
15,10917,11639,false
16,101,540,false
17,2267,2578,false
18,656,1042,false
19,4773,5495,false
20,11794,1,false
21,969,1031,false
22,4114,4615,false
23,3959,4103,false
24,5797,6519,false
25,6162,6663,false
26,1243,1807,false
27,8357,9079,false
28,236,562,false
29,6,512,false
30,11282,11783,false
31,3602,4367,false
32,3591,4096,false
33,28,513,false
34,513,1024,false
35,144,862,false
36,457,564,false
37,50,524,false
38,101,512,false
39,6875,7543,false
40,11127,11271,false
41,7186,7687,false
42,2319,2567,false
43,1,512,false
44,1,512,false
45,6927,7175,false
46,350,539,false
47,3237,3855,false
48,4827,5138,false
49,3599,4097,false
50,210,515,false
51,4879,5127,false
52,10103,10258,false
53,52,519,false
54,50,512,false
55,6671,7168,false
56,5339,6007,false
57,11995,80,false
58,7899,8567,false
59,12,515,false
60,10247,10752,false
61,3685,4102,false
62,2779,3447,false
63,5391,5639,false
64,709,1125,false
65,867,1025,false
66,6757,7169,false
67,1260,1551,false
68,12047,0,false
69,10853,11535,false
70,362,512,false
71,69,517,false
72,401,559,false
73,510,580,false
74,625,1030,false
75,10753,11264,false
76,11791,2,false
77,4623,5120,false
78,1052,1536,false
79,22,521,false
80,13,519,false
81,6657,7168,false
82,158,802,false
83,1,512,false
84,46,805,false
85,15,512,false
86,6892,7169,false
87,1,512,false
88,282,512,false
89,1168,1637,false
90,8722,9223,false
91,459,699,false
92,7169,7680,false
93,2063,2560,false
94,8210,8711,false
95,70,803,false
96,2149,2561,false
97,1481,1537,false
98,1074,1542,false
99,1125,1564,false
100,112,513,false
101,519,1024,false
102,3090,3585,false
103,253,524,false
104,179,577,false
105,3079,3590,false
106,4124,4608,false
107,2049,2560,false
108,393,536,false
109,154,630,false
110,8923,9487,false
111,27,514,false
112,26,517,false
113,49,808,false
114,7781,8199,false
115,285,512,false
116,669,1025,false
117,3291,3612,false
118,515,1025,false
119,287,535,false
120,2561,3072,false
121,4240,4709,false
122,7681,8192,false
123,1680,2054,false
124,1374,1586,false
125,26,532,false
126,1234,1637,false
127,10988,11365,false
128,2076,2561,false
129,191,514,false
130,3173,3634,false
131,2192,2910,false
132,5851,6151,false
133,4553,4609,false
134,2505,2612,false
135,455,706,false
136,4146,4614,false
137,229,514,false
138,101,571,false
139,3685,4096,false
140,9231,9735,false
141,12,523,false
142,1076,1536,false
143,79,531,false
144,1,512,false
145,3073,3584,false
146,1,512,false
147,1537,2048,false
148,9947,10511,false
149,1074,1537,false
150,338,536,false
151,12,520,false
