0,9062,9222,false
1,2918,3078,false
2,8038,8198,false
3,7014,7174,false
4,7472,7686,false
5,3942,4102,false
6,4966,5126,false
7,12134,6,false
8,11110,11270,false
9,11568,11782,false
10,3376,3590,false
11,1894,2054,false
12,2001,2352,false
13,304,518,false
14,7121,7219,false
15,12080,303,false
16,1382,1542,false
17,7984,8495,false
18,5073,5424,false
19,9520,9734,false
20,11827,1,false
21,5990,6150,false
22,9169,9267,false
23,8865,9618,false
24,10032,10246,false
25,10544,10758,false
26,6448,6662,false
27,11056,11567,false
28,1840,2351,false
29,816,1030,false
30,12178,43,false
31,8810,9316,false
32,9096,9558,false
33,1587,2049,false
34,6097,6195,false
35,43,513,false
36,555,1025,false
37,4400,4614,false
38,4147,4912,false
39,10291,11055,false
40,11876,281,false
41,10642,10753,false
42,7570,7731,false
43,2091,2566,false
44,2864,3375,false
45,10340,10795,false
46,136,555,false
47,8193,8704,false
48,9710,9779,false
49,9077,9519,false
50,2611,3073,false
51,9217,9728,false
52,11265,11776,false
53,29,793,false
54,4659,5423,false
55,10432,10795,false
56,9259,9769,false
57,12149,266,false
58,11207,11307,false
59,2091,2561,false
60,12205,354,false
61,9133,9259,false
62,8235,8745,false
63,9833,10582,false
64,5121,5632,false
65,6005,6244,false
66,10734,11139,false
67,6336,6960,false
68,12145,62,false
69,11817,39,false
70,4498,4708,false
71,648,1067,false
72,541,1305,false
73,425,778,false
74,6061,6486,false
75,11881,268,false
76,11911,315,false
77,9671,9863,false
78,6638,6707,false
79,3115,3585,false
80,3627,4097,false
81,10477,11033,false
82,987,1160,false
83,411,866,false
84,4139,4609,false
85,1053,1537,false
86,10543,10781,false
87,368,574,false
88,3627,4377,false
89,6381,7058,false
90,11307,12037,false
91,3115,3865,false
92,10241,10752,false
93,7268,8022,false
94,11125,11545,false
95,685,1290,false
96,8174,8235,false
97,6001,6447,false
98,6145,6656,false
99,6187,6697,false
100,4232,4651,false
101,5673,6425,false
102,8647,8809,false
103,3720,4125,false
104,472,653,false
105,8579,8965,false
106,8885,9603,false
107,7360,7983,false
108,2603,3353,false
109,4651,5401,false
110,11181,11400,false
111,2503,2603,false
112,350,561,false
113,3208,3613,false
