100000,2191,True,FTP,484,True,2
100001,4720,True,FTP,433,True,2
100002,5531,True,UDP,513,False,2
100003,9218,True,FTP,338,True,2
100004,7063,True,SSH,647,True,2
100005,5670,True,TCP,798,False,2
100006,9304,True,UDP,8,False,2
100007,8508,True,UDP,404,False,2
100008,1233,True,TCP,225,True,2
100009,5999,True,TCP,297,True,2
100010,1467,True,UDP,872,False,2
100011,7923,True,SSH,625,True,2
100012,7807,True,TCP,956,False,2
100013,161,True,TCP,993,False,2
100014,2103,True,TCP,337,False,2
100015,683,True,FTP,261,False,2
100016,4822,True,SSH,979,True,2
100017,6371,True,HTTP,225,False,2
100018,2853,True,TCP,62,True,2
100019,8135,True,TCP,304,False,2
100020,8274,True,FTP,708,True,2
100021,8362,True,TCP,193,True,2
100022,8495,True,TCP,109,True,2
100023,6696,True,UDP,273,True,2
100024,2719,True,FTP,789,True,2
100025,2544,True,SSH,917,False,2
100026,1984,True,FTP,451,False,2
100027,4539,True,FTP,181,False,2
100028,8309,True,HTTP,124,False,2
100029,820,True,UDP,822,False,2
100030,6843,True,UDP,433,True,2
100031,1157,True,UDP,869,False,2
100032,1124,True,UDP,45,True,2
100033,4847,True,HTTP,989,True,2
100034,3447,True,UDP,408,True,2
100035,9487,True,UDP,565,True,2
100036,9395,True,FTP,782,False,2
100037,6641,True,TCP,665,True,2
100038,1711,True,UDP,102,True,2
100039,275,True,SSH,840,False,2
100040,6477,True,UDP,401,True,2
100041,1501,True,TCP,732,True,2
100042,7976,True,FTP,377,False,2
100043,819,True,FTP,733,False,2
100044,2772,True,TCP,797,True,2
100045,4530,True,TCP,50,False,2
100046,4718,True,UDP,350,False,2
100047,7514,True,TCP,984,True,2
100048,7267,True,FTP,771,True,2
100049,9041,True,FTP,68,False,2
100050,2385,True,UDP,499,True,2
100051,3002,True,UDP,510,True,2
100052,1851,True,UDP,6,True,2
100053,3682,True,FTP,144,False,2
100054,8154,True,HTTP,14,False,2
100055,973,True,TCP,199,False,2
100056,9980,True,TCP,337,False,2
100057,7192,True,HTTP,675,True,2
100058,4029,True,TCP,349,True,2
100059,8990,True,UDP,840,False,2
100060,4605,True,HTTP,756,True,2
100061,5646,True,FTP,28,False,2
100062,2739,True,TCP,118,False,2
100063,3435,True,UDP,257,False,2
100064,4997,True,SSH,485,False,2
100065,7068,True,HTTP,594,True,2
100066,8534,True,SSH,572,True,2
100067,5330,True,UDP,339,False,2
100068,2151,True,SSH,925,True,2
100069,5585,True,HTTP,2,True,2
100070,3089,True,FTP,284,True,2
100071,6469,True,TCP,872,True,2
100072,7832,True,FTP,195,False,2
100073,1485,True,HTTP,128,False,2
100074,7533,True,SSH,795,True,2
100075,2316,True,HTTP,18,True,2
100076,4410,True,TCP,682,True,2
100077,2184,True,HTTP,858,True,2
100078,9066,True,SSH,326,False,2
100079,7899,True,TCP,827,True,2
100080,2702,True,HTTP,172,False,2
100081,6401,True,TCP,728,False,2
100082,6570,True,HTTP,938,False,2
100083,841,True,TCP,816,False,2
100084,9910,True,UDP,836,True,2
100085,2027,True,HTTP,656,True,2
100086,6347,True,SSH,143,False,2
100087,1549,True,FTP,402,False,2
100088,9234,True,HTTP,994,True,2
100089,908,True,HTTP,360,False,2
100090,8251,True,SSH,44,True,2
100091,3086,True,SSH,702,True,2
100092,3014,True,TCP,515,False,2
100093,8138,True,FTP,735,False,2
100094,4780,True,TCP,763,True,2
100095,3439,True,UDP,98,False,2
100096,3803,True,FTP,257,False,2
100097,6774,True,HTTP,790,True,2
100098,9023,True,TCP,592,True,2
100099,7506,True,TCP,493,True,2
100100,5284,True,TCP,645,True,2
100101,554,True,SSH,244,True,2
100102,1714,True,SSH,162,False,2
100103,6702,True,SSH,853,False,2
100104,5308,True,TCP,923,True,2
100105,5278,True,UDP,215,True,2
100106,7515,True,TCP,498,True,2
100107,5171,True,SSH,230,True,2
100108,1628,True,SSH,565,False,2
100109,598,True,HTTP,160,True,2
100110,3072,True,SSH,201,True,2
100111,1491,True,FTP,73,True,2
100112,4915,True,FTP,557,True,2
100113,5698,True,HTTP,117,False,2
